type,topic,spanish,english,answer_or_form,explanation_or_example,status
flashcard,rank 343,regar,to water,,Necesito regar las plantas antes de irme.,ok
flashcard,rank 344,cuidar,to care for,,Voy a cuidar del perro de mi vecina este fin de semana.,ok
flashcard,rank 345,alimentar,to feed,,Es mi turno de alimentar a los peces.,ok
flashcard,rank 346,adoptar,to adopt,,Queremos adoptar un gato del refugio.,ok
flashcard,rank 347,criar,to raise; to breed,,Mis abuelos suelen criar gallinas en el pueblo.,ok
flashcard,rank 348,cazar,to hunt,,Mi gato solo sale a cazar por la noche.,ok
flashcard,rank 349,pescar,to fish,,A mi padre le gusta pescar los fines de semana.,ok
flashcard,rank 350,morder,to bite,,Ese perro nunca va a morder a nadie.,ok
flashcard,rank 351,ladrar,to bark,,El perro suele ladrar cuando llega alguien.,ok
flashcard,rank 352,maullar,to meow,,El gato empieza a maullar cuando tiene hambre.,ok
flashcard,rank 353,fotografiar,to photograph,,Voy a fotografiar la puesta de sol.,ok
flashcard,rank 354,grabar,to record,,Vamos a grabar el concierto con el móvil.,ok
flashcard,rank 355,filmar,to film,,El equipo va a filmar la escena mañana.,ok
flashcard,rank 356,entrenar,to train,,Suelo entrenar en el gimnasio tres veces por semana.,ok
flashcard,rank 357,competir,to compete,,Nuestro equipo va a competir el sábado.,ok
flashcard,rank 358,empatar,to draw; to tie,,Los dos equipos van a empatar seguramente.,ok
flashcard,rank 359,marcar,to score; to mark,,El delantero necesita marcar un gol pronto.,ok
flashcard,rank 360,atrapar,to catch,,El portero va a atrapar el balón.,ok
flashcard,rank 361,golpear,to hit,,Ten cuidado de no golpear la mesa con la silla.,ok
flashcard,rank 362,patear,to kick,,El niño va a patear el balón hacia la portería.,ok
flashcard,rank 363,pedalear,to pedal,,Vamos a pedalear despacio cuesta arriba.,ok
flashcard,rank 364,esquiar,to ski,,Queremos esquiar en los Pirineos este invierno.,ok
flashcard,rank 365,patinar,to skate,,A mi sobrina le encanta patinar en el parque.,ok
flashcard,rank 366,escalar,to climb,,Vamos a escalar esa montaña el próximo verano.,ok
flashcard,rank 367,despegar,to take off,,El avión va a despegar en diez minutos.,ok
flashcard,rank 368,aterrizar,to land,,Vamos a aterrizar en Barcelona sobre las seis.,ok
flashcard,rank 369,facturar,to invoice; to check in luggage,,Tenemos que facturar las maletas antes de las nueve.,ok
flashcard,rank 370,embarcar,to board; to embark,,Vamos a embarcar por la puerta doce.,ok
flashcard,rank 371,informar,to inform,,Voy a informar al equipo de los cambios.,ok
flashcard,rank 372,confirmar,to confirm,,Necesito confirmar la reserva del restaurante.,ok
flashcard,rank 373,avisar,to warn; to notify,,Voy a avisar a mis padres de que llego tarde.,ok
flashcard,rank 374,anunciar,to announce,,Van a anunciar los resultados esta tarde.,ok
flashcard,rank 375,comunicar,to communicate,,Vamos a comunicar la decisión mañana.,ok
flashcard,rank 376,traducir,to translate,,Necesito traducir este documento al inglés.,ok
flashcard,rank 377,pronunciar,to pronounce,,Me cuesta pronunciar algunas palabras en español.,ok
flashcard,rank 378,deletrear,to spell,,"¿Puedes deletrear tu apellido, por favor?",ok
flashcard,rank 379,corregir,to correct,,El profesor va a corregir los exámenes este fin de semana.,ok
flashcard,rank 380,aprobar,to pass; to approve,,Espero aprobar el examen de conducir.,ok
flashcard,rank 381,suspender,to fail; to suspend,,No quiero suspender esta asignatura.,ok
flashcard,rank 382,examinar,to examine,,El médico va a examinar al paciente ahora.,ok
flashcard,rank 383,evaluar,to evaluate,,Vamos a evaluar los resultados del proyecto.,ok
flashcard,rank 384,completar,to complete,,Necesito completar este formulario hoy.,ok
flashcard,rank 385,rellenar,to fill in,,Tienes que rellenar todos los campos del formulario.,ok
flashcard,rank 386,investigar,to investigate,,Vamos a investigar el caso con más detalle.,ok
flashcard,rank 387,analizar,to analyze,,Necesitamos analizar los datos antes de decidir.,ok
flashcard,rank 388,experimentar,to experiment,,Me gusta experimentar con recetas nuevas.,ok
flashcard,rank 389,demostrar,to demonstrate,,Voy a demostrar que tengo razón.,ok
flashcard,rank 390,concluir,to conclude,,Vamos a concluir la reunión en cinco minutos.,ok
flashcard,rank 391,gestionar,to manage,,Ella va a gestionar el nuevo equipo.,ok
flashcard,rank 392,liderar,to lead,,Va a liderar el proyecto desde enero.,ok
flashcard,rank 393,colaborar,to collaborate,,Vamos a colaborar con otra empresa este año.,ok
flashcard,rank 394,participar,to participate,,Queremos participar en la carrera benéfica.,ok
flashcard,rank 395,asistir,to attend,,Voy a asistir a la conferencia el jueves.,ok
flashcard,rank 396,proponer,to propose,,Voy a proponer una idea nueva en la reunión.,ok
flashcard,rank 397,negociar,to negotiate,,Vamos a negociar el precio del coche.,ok
flashcard,rank 398,contratar,to hire,,La empresa va a contratar a dos personas más.,ok
flashcard,rank 399,despedir,to fire; to dismiss,,No quiero despedir a nadie del equipo.,ok
flashcard,rank 400,emplear,to employ,,Esta fábrica va a emplear a cien trabajadores.,ok
flashcard,rank 401,solicitar,to request; to apply for,,Voy a solicitar el puesto de gerente.,ok
flashcard,rank 402,contactar,to contact,,Voy a contactar con el proveedor mañana.,ok
flashcard,rank 403,apoyar,to support,,Vamos a apoyar tu decisión pase lo que pase.,ok
flashcard,rank 404,resolver,to solve,,Tenemos que resolver este problema hoy.,ok
flashcard,rank 405,solucionar,to solve; to fix,,Vamos a solucionar el error cuanto antes.,ok
flashcard,rank 406,implementar,to implement,,Vamos a implementar los cambios la próxima semana.,ok
flashcard,rank 407,diseñar,to design,,Vamos a diseñar el logo de la empresa.,ok
flashcard,rank 408,programar,to program,,Voy a programar una nueva función esta semana.,ok
flashcard,rank 409,depurar,to debug,,Necesito depurar este código antes de publicarlo.,ok
flashcard,rank 410,desplegar,to deploy,,Vamos a desplegar la nueva versión esta noche.,ok
flashcard,rank 411,documentar,to document,,Voy a documentar los cambios en el manual.,ok
flashcard,rank 412,planificar,to plan,,Necesitamos planificar mejor la semana.,ok
flashcard,rank 413,estimar,to estimate,,Vamos a estimar el coste total del proyecto.,ok
flashcard,rank 414,priorizar,to prioritize,,Tenemos que priorizar las tareas más urgentes.,ok
flashcard,rank 415,asignar,to assign,,Voy a asignar esta tarea a Marta.,ok
flashcard,rank 416,monitorizar,to monitor,,Vamos a monitorizar el servidor toda la noche.,ok
flashcard,rank 417,controlar,to control,,Necesito controlar mejor mis gastos.,ok
flashcard,rank 418,asegurar,to ensure,,Voy a asegurar que todo esté listo mañana.,ok
flashcard,rank 419,proteger,to protect,,Queremos proteger la playa de la contaminación.,ok
flashcard,rank 420,bloquear,to block,,Voy a bloquear este número desconocido.,ok
flashcard,rank 421,desbloquear,to unblock,,Necesito desbloquear el móvil con la huella.,ok
flashcard,rank 422,registrarse,to register; to sign up,,Tienes que registrarte antes de entrar.,ok
flashcard,rank 423,iniciar,to start; to initiate,,Vamos a iniciar la reunión en cinco minutos.,ok
flashcard,rank 424,acceder,to access,,No consigo acceder a mi cuenta.,ok
flashcard,rank 425,denegar,to deny,,El banco puede denegar la solicitud.,ok
flashcard,rank 426,recuperar,to recover,,Voy a intentar recuperar los archivos borrados.,ok
flashcard,rank 427,renombrar,to rename,,Voy a renombrar esta carpeta.,ok
flashcard,rank 428,sincronizar,to synchronize,,Necesito sincronizar el calendario con el móvil.,ok
flashcard,rank 429,exportar,to export,,Voy a exportar los datos a una hoja de cálculo.,ok
flashcard,rank 430,filtrar,to filter,,Vamos a filtrar los resultados por fecha.,ok
flashcard,rank 431,desmarcar,to uncheck,,Voy a desmarcar esta casilla por error.,ok
flashcard,rank 432,avanzar,to advance,,Vamos a avanzar despacio con este plan.,ok
flashcard,rank 433,retroceder,to go back,,Vamos a retroceder un poco en el vídeo.,ok
flashcard,rank 434,ocultar,to hide,,No quiero ocultar la verdad por más tiempo.,ok
flashcard,rank 435,expandir,to expand,,Queremos expandir el negocio a otras ciudades.,ok
flashcard,rank 436,contraer,to collapse; to contract,,El panel se va a contraer al hacer clic.,ok
flashcard,rank 437,activar,to activate,,Necesito activar las notificaciones del correo.,ok
flashcard,rank 438,desactivar,to deactivate,,Voy a desactivar la alarma antes de entrar.,ok
flashcard,rank 439,configurar,to configure,,Voy a configurar el router esta tarde.,ok
flashcard,rank 440,ajustar,to adjust,,Necesito ajustar el volumen de la tele.,ok
flashcard,rank 441,restablecer,to reset,,Voy a restablecer la contraseña de mi cuenta.,ok
flashcard,rank 442,duplicar,to duplicate,,Voy a duplicar esta hoja de cálculo.,ok
flashcard,rank 443,arrastrar,to drag,,Solo tienes que arrastrar el archivo a esta carpeta.,ok
flashcard,rank 444,soltar,to release; to drop,,Puedes soltar el ratón ahora.,ok
flashcard,rank 445,deslizar,to swipe; to slide,,Tienes que deslizar el dedo hacia la derecha.,ok
flashcard,rank 446,acercar,to zoom in; to bring closer,,Voy a acercar la imagen para ver mejor.,ok
flashcard,rank 447,alejar,to zoom out; to move away,,Vamos a alejar el mapa un poco.,ok
flashcard,rank 448,escanear,to scan,,Necesito escanear estos documentos hoy.,ok
flashcard,rank 449,archivar,to archive,,Voy a archivar estos correos antiguos.,ok
flashcard,rank 450,mencionar,to mention,,Quiero mencionar tu ayuda en el informe.,ok
flashcard,rank 451,notificar,to notify,,Vamos a notificar el cambio a todos los clientes.,ok
flashcard,rank 452,suscribir,to subscribe,,Voy a suscribir a mi hijo al club de fútbol.,ok
flashcard,rank 453,renovar,to renew,,Tengo que renovar el pasaporte este año.,ok
flashcard,rank 454,vencer,to expire; to defeat,,El contrato va a vencer en marzo.,ok
flashcard,rank 455,caducar,to expire,,Esta leche va a caducar mañana.,ok
flashcard,rank 456,reclamar,to complain; to claim,,Voy a reclamar por el retraso del vuelo.,ok
flashcard,rank 457,reembolsar,to refund,,La tienda va a reembolsar el importe completo.,ok
flashcard,rank 458,donar,to donate,,Queremos donar ropa a la asociación local.,ok
flashcard,rank 459,regalar,to give as a gift,,Voy a regalar un libro a mi sobrina.,ok
flashcard,rank 460,inspeccionar,to inspect,,El técnico va a inspeccionar la instalación eléctrica.,ok
flashcard,rank 461,pesar,to weigh,,Voy a pesar la maleta antes de salir.,ok
flashcard,rank 462,registrar,to register; to record,,Vamos a registrar la nueva dirección en el sistema.,ok
flashcard,rank 463,vigilar,to watch; to monitor,,El guardia va a vigilar el edificio esta noche.,ok
flashcard,rank 464,denunciar,to report; to denounce,,Vamos a denunciar el robo a la policía.,ok
flashcard,rank 465,rescatar,to rescue,,Los bomberos van a rescatar al gato del árbol.,ok
flashcard,rank 466,salvar,to save,,El médico pudo salvar al paciente a tiempo.,ok
flashcard,rank 467,atacar,to attack,,El equipo va a atacar con más fuerza en la segunda parte.,ok
flashcard,rank 468,defender,to defend,,Voy a defender mi punto de vista en la reunión.,ok
flashcard,rank 469,luchar,to fight,,Vamos a luchar por mantener nuestros derechos.,ok
flashcard,rank 470,matar,to kill,,Ese producto puede matar las plantas si usas demasiado.,ok
flashcard,rank 471,herir,to injure,,No quiero herir tus sentimientos.,ok
flashcard,rank 472,curar,to cure,,Este jarabe va a curar la tos en unos días.,ok
flashcard,rank 473,sanar,to heal,,Espero sanar pronto de esta gripe.,ok
flashcard,rank 474,diagnosticar,to diagnose,,El médico va a diagnosticar el problema mañana.,ok
flashcard,rank 475,recetar,to prescribe,,El médico me va a recetar unas pastillas.,ok
flashcard,rank 476,respirar,to breathe,,Necesito respirar aire fresco un momento.,ok
flashcard,rank 477,toser,to cough,,Empezó a toser mucho durante la reunión.,ok
flashcard,rank 478,estornudar,to sneeze,,El polen me hace estornudar todo el día.,ok
flashcard,rank 479,sangrar,to bleed,,La herida va a sangrar un poco al principio.,ok
flashcard,rank 480,suceder,to happen,,Algo parecido puede suceder otra vez.,ok
flashcard,rank 481,pertenecer,to belong,,Este libro puede pertenecer a Ana.,ok
flashcard,rank 482,depender,to depend,,Todo puede depender del tiempo.,ok
flashcard,rank 483,significar,to mean,,Esa palabra puede significar varias cosas.,ok
flashcard,rank 484,representar,to represent,,Este símbolo puede representar la libertad.,ok
flashcard,rank 485,establecer,to establish,,Vamos a establecer nuevas normas para el equipo.,ok
flashcard,rank 486,celebrar,to celebrate,,Vamos a celebrar su cumpleaños el sábado.,ok
flashcard,rank 487,aprovechar,to take advantage of,,Quiero aprovechar el buen tiempo este fin de semana.,ok
flashcard,rank 488,manejar,to handle; to drive,,Todavía no sé manejar bien esta herramienta.,ok
flashcard,rank 489,admitir,to admit,,Tengo que admitir que me equivoqué.,ok
flashcard,rank 490,abandonar,to abandon,,No quiero abandonar el proyecto ahora.,ok
flashcard,rank 491,aplicar,to apply,,Voy a aplicar los mismos cambios al otro archivo.,ok
flashcard,rank 492,causar,to cause,,Ese ruido puede causar problemas en el vecindario.,ok
flashcard,rank 493,conceder,to grant,,El banco va a conceder el préstamo la próxima semana.,ok
flashcard,rank 494,conservar,to conserve,,Queremos conservar esta tradición familiar.,ok
flashcard,rank 495,contener,to contain,,Esta caja puede contener hasta veinte kilos.,ok
flashcard,rank 496,contribuir,to contribute,,Todos queremos contribuir a este proyecto.,ok
flashcard,rank 497,desaparecer,to disappear,,El sol va a desaparecer detrás de las montañas.,ok
flashcard,rank 498,exigir,to demand; to require,,Los clientes van a exigir una explicación.,ok
flashcard,rank 499,expresar,to express,,Quiero expresar mi agradecimiento a todos.,ok
flashcard,rank 500,indicar,to indicate,,El cartel va a indicar el camino correcto.,ok
